"timestamp","x","y","z","light","button","temperature"
1449932534.5,0.549852789050688,0.919587958156991,0.0749279538904899,3498.3829787234,0,19.4
1449932534.51,-0.440837113073924,1.25896350714685,-0.101184758245277,3520.8085106383,0,19.4
1449932534.52,0.323068353624572,0.0971013335462749,-1.30195325008005,3543.23404255319,0,19.4
1449932534.53,-0.0350123338903477,-1.07274614708936,-1.48206852385527,3543.23404255319,0,19.4
1449932534.54,-0.914299355454762,-1.12465064281722,-0.513448607108549,3543.23404255319,0,19.4
1449932534.55,-0.361263626959497,0.560249141579494,-0.145212936279219,3543.23404255319,0,19.4
1449932534.56,-0.325455558208005,0.560249141579494,-0.953730387447967,3520.8085106383,0,19.4
1449932534.57,-0.783003103365958,-0.433921584284916,-1.10983029138649,3520.8085106383,0,19.4
1449932534.58,-0.393093021405268,0.456440150123772,-1.00576368876081,3520.8085106383,0,19.4
1449932534.59,-0.122543168616217,2.1014133993452,0.0228946525776497,3498.3829787234,0,19.4
1449932534.6,0.22758017028726,2.40884772019484,-0.433397374319565,3498.3829787234,0,19.4
1449932534.61,0.19575077584149,1.88980276291623,-0.969740634005764,3520.8085106383,0,19.4
1449932534.62,-0.273732792233628,1.4386329154356,-0.82965097662504,3520.8085106383,0,19.4
1449932534.63,0.70502108697382,0.97548510740238,0.17899455651617,3543.23404255319,0,19.4
1449932534.64,0.0564971751412429,-0.126487263435279,-0.993756003842459,3565.65957446808,0,19.4
1449932534.65,-1.09731837351794,-0.334105246346722,-0.941722702529619,3543.23404255319,0,19.4
1449932534.66,-0.0389910081960691,-0.0905533817775293,-1.14985590778098,3565.65957446808,0,19.4
1449932534.67,-0.329434232513726,-1.8273576619021,-1.45805315401857,3565.65957446808,0,19.4
1449932534.68,-1.02172356170924,0.703984668210493,-0.0971821966058277,3543.23404255319,0,19.4
1449932534.69,-0.134479191533381,3.15946658149006,-0.737592058917707,3543.23404255319,0,19.4
1449932534.7,1.94238879605316,1.60233170965424,-0.921709894332373,3520.8085106383,0,19.4
1449932534.71,0.199729450147211,0.963507146849796,0.283061159141851,3520.8085106383,0,19.4
1449932534.72,-0.973979470040582,0.771859778008464,-1.80627601665066,3543.23404255319,0,19.4
1449932534.73,-0.850640566563221,-0.342090553381778,-0.485430675632405,3543.23404255319,0,19.4
1449932534.74,-0.106628471393332,0.320689930527829,-0.521453730387448,3543.23404255319,0,19.4
1449932534.75,0.171878730007162,-0.238281561926056,-0.369356388088377,3543.23404255319,0,19.4
1449932534.76,-0.277711466539349,0.288748702387607,-0.665545949407621,3543.23404255319,0,19.4
1449932534.77,-0.289647489456513,-0.0506268466022519,-0.053154018571886,3543.23404255319,0,19.4
1449932534.78,0.187793427230047,0.196917671484469,-0.293307716938841,3543.23404255319,0,19.4
1449932534.79,-0.110607145699053,0.224866246107163,-0.269292347102145,3520.8085106383,0,19.4
1449932534.8,0.342961725153179,1.4386329154356,-0.673551072686519,3520.8085106383,0,19.4
1449932534.81,-0.0310336595846264,1.89379541643376,-0.197246237592059,3498.3829787234,0,19.4
